month,carrier,origin,arr_delay
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,5
10,UA,LGA,21
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,129
10,AA,LGA,0
10,UA,LGA,69
10,UA,LGA,58
10,AA,LGA,18
10,UA,LGA,20
10,UA,EWR,109
10,AA,LGA,0
10,AA,LGA,49
10,UA,LGA,61
10,UA,EWR,124
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,4
10,AA,LGA,0
10,UA,LGA,1
10,UA,EWR,0
10,AA,LGA,12
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,20
10,UA,EWR,0
10,UA,LGA,14
10,UA,EWR,40
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,33
10,AA,LGA,0
10,AA,LGA,149
10,UA,LGA,9
10,UA,EWR,15
10,UA,EWR,0
10,AA,LGA,16
10,AA,LGA,188
10,UA,EWR,3
10,UA,LGA,91
10,AA,LGA,33
10,AA,LGA,0
10,UA,LGA,75
10,AA,LGA,0
10,UA,LGA,17
10,UA,LGA,30
10,AA,LGA,34
10,UA,EWR,142
10,AA,LGA,NA
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,76
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,113
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,10
10,UA,LGA,0
10,UA,EWR,3
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,4
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,10
10,AA,LGA,0
10,UA,LGA,3
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,20
10,UA,LGA,5
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,7
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,2
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,17
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,21
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,NA
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,EWR,151
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,4
10,UA,LGA,0
10,UA,EWR,10
10,AA,LGA,46
10,AA,LGA,7
10,UA,LGA,10
10,UA,EWR,0
10,UA,EWR,3
10,AA,LGA,69
10,AA,LGA,44
10,UA,LGA,38
10,UA,EWR,62
10,UA,LGA,51
10,AA,LGA,52
10,UA,LGA,19
10,UA,EWR,3
10,AA,LGA,28
10,UA,EWR,11
10,UA,LGA,3
10,AA,LGA,60
10,AA,LGA,48
10,UA,LGA,42
10,AA,LGA,9
10,UA,EWR,0
10,UA,LGA,1
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,8
10,UA,LGA,53
10,UA,EWR,20
10,UA,LGA,17
10,AA,LGA,8
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,16
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,9
10,UA,EWR,0
10,UA,LGA,28
10,AA,LGA,9
10,UA,EWR,0
10,AA,LGA,21
10,UA,LGA,14
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,EWR,17
10,UA,LGA,3
10,AA,LGA,4
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,2
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,21
10,AA,LGA,6
10,UA,LGA,8
10,UA,EWR,1
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,7
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,5
10,UA,LGA,0
10,UA,EWR,21
10,AA,LGA,0
10,AA,LGA,3
10,UA,LGA,0
10,UA,EWR,6
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,2
10,UA,LGA,13
10,AA,LGA,10
10,UA,EWR,0
10,UA,LGA,14
10,AA,LGA,0
10,UA,EWR,4
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,77
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,2
10,UA,LGA,15
10,UA,LGA,0
10,UA,EWR,32
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,207
10,AA,LGA,0
10,UA,EWR,30
10,AA,LGA,99
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,5
10,UA,LGA,3
10,UA,EWR,0
10,AA,LGA,15
10,UA,EWR,0
10,UA,LGA,12
10,AA,LGA,0
10,AA,LGA,1
10,UA,LGA,0
10,UA,EWR,0
10,UA,LGA,1
10,UA,EWR,15
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,7
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,7
10,AA,LGA,2
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,21
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,1
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,5
10,UA,LGA,0
10,AA,LGA,9
10,UA,EWR,47
10,UA,LGA,0
10,UA,LGA,132
10,AA,LGA,0
10,UA,EWR,36
10,UA,LGA,0
10,AA,LGA,81
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,1
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,39
10,AA,LGA,5
10,UA,LGA,10
10,AA,LGA,14
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,2
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,4
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,12
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,14
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,29
10,AA,LGA,6
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,1
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,2
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,15
10,UA,EWR,37
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,3
10,AA,LGA,13
10,AA,LGA,7
10,UA,EWR,0
10,UA,LGA,11
10,AA,LGA,14
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,6
10,UA,LGA,2
10,UA,EWR,11
10,AA,LGA,21
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,10
10,AA,LGA,0
10,UA,EWR,1
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,6
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,10
10,AA,LGA,12
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,8
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,27
10,UA,EWR,19
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,22
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,5
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,18
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,NA
10,AA,LGA,NA
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,3
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,14
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,10
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,8
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,35
10,UA,EWR,0
10,UA,LGA,5
10,AA,LGA,26
10,UA,EWR,0
10,UA,LGA,5
10,AA,LGA,17
10,UA,LGA,16
10,AA,LGA,4
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,19
10,UA,LGA,NA
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,8
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,13
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,40
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,20
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,5
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,2
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,7
10,UA,EWR,0
10,AA,LGA,12
10,UA,LGA,3
10,UA,EWR,0
10,AA,LGA,6
10,UA,EWR,0
10,UA,LGA,9
10,UA,EWR,0
10,AA,LGA,59
10,AA,LGA,15
10,UA,LGA,4
10,AA,LGA,65
10,AA,LGA,52
10,UA,EWR,0
10,UA,EWR,68
10,UA,LGA,174
10,UA,LGA,48
10,AA,LGA,28
10,AA,LGA,0
10,UA,LGA,49
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,9
10,UA,LGA,0
10,AA,LGA,2
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,14
10,UA,EWR,130
10,AA,LGA,23
10,UA,LGA,37
10,AA,LGA,32
10,UA,EWR,0
10,AA,LGA,14
10,UA,LGA,96
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,1
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,4
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,43
10,AA,LGA,0
10,UA,EWR,61
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,9
10,UA,EWR,0
10,AA,LGA,11
10,UA,EWR,8
10,UA,LGA,63
10,UA,LGA,23
10,AA,LGA,9
10,UA,LGA,1
10,AA,LGA,7
10,UA,EWR,3
10,UA,LGA,9
10,UA,EWR,17
10,AA,LGA,1
10,AA,LGA,2
10,UA,LGA,7
10,UA,EWR,4
10,UA,EWR,0
10,AA,LGA,4
10,UA,LGA,9
10,AA,LGA,1
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,9
10,UA,LGA,0
10,UA,EWR,9
10,AA,LGA,4
10,UA,LGA,0
10,UA,EWR,6
10,AA,LGA,17
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,NA
10,AA,LGA,9
10,UA,EWR,8
10,UA,LGA,14
10,AA,LGA,0
10,UA,EWR,6
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,5
10,UA,LGA,NA
10,UA,EWR,10
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,10
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,13
10,UA,LGA,1
10,AA,LGA,15
10,UA,EWR,3
10,UA,LGA,NA
10,UA,EWR,13
10,AA,LGA,0
10,AA,LGA,82
10,UA,EWR,0
10,UA,LGA,18
10,AA,LGA,9
10,UA,EWR,16
10,UA,LGA,16
10,AA,LGA,4
10,UA,EWR,0
10,UA,LGA,5
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,1
10,UA,LGA,2
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,4
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,1
10,UA,LGA,0
10,AA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,22
10,UA,EWR,0
10,AA,LGA,0
10,AA,LGA,53
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,0
10,UA,EWR,2
10,UA,LGA,4
10,AA,LGA,60
10,AA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,LGA,18
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,22
10,AA,LGA,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,10
10,AA,LGA,0
10,UA,LGA,2
10,UA,EWR,6
10,AA,LGA,7
10,AA,LGA,0
10,UA,LGA,0
10,UA,EWR,6
10,UA,LGA,0
10,UA,EWR,10
10,AA,LGA,0
10,AA,LGA,4
10,UA,LGA,0
10,UA,EWR,0
10,AA,LGA,0
10,UA,EWR,1
10,AA,LGA,0
10,UA,LGA,9
10,AA,LGA,0
10,UA,EWR,0
10,UA,LGA,4
10,AA,LGA,8
10,UA,EWR,0
10,UA,LGA,0
10,AA,LGA,0
10,UA,EWR,2
10,AA,LGA,72
10,UA,EWR,9
10,AA,LGA,36
10,UA,LGA,0
10,UA,EWR,11
10,AA,LGA,0
10,AA,LGA,0
10,UA,EWR,28
10,AA,LGA,0
10,AA,LGA,15
10,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,26
11,UA,LGA,4
11,AA,LGA,1
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,UA,EWR,9
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,10
11,UA,EWR,0
11,AA,LGA,17
11,UA,EWR,1
11,UA,LGA,0
11,AA,LGA,29
11,AA,LGA,0
11,UA,LGA,8
11,AA,LGA,0
11,UA,EWR,0
11,UA,EWR,53
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,EWR,0
11,UA,LGA,126
11,AA,LGA,12
11,UA,LGA,53
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,47
11,UA,EWR,22
11,UA,EWR,86
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,2
11,UA,LGA,0
11,UA,EWR,4
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,52
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,32
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,2
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,67
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,1
11,UA,LGA,3
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,25
11,AA,LGA,0
11,UA,LGA,5
11,AA,LGA,0
11,UA,LGA,5
11,AA,LGA,3
11,UA,EWR,5
11,AA,LGA,0
11,UA,EWR,1
11,UA,LGA,1
11,AA,LGA,23
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,UA,EWR,15
11,UA,LGA,0
11,AA,LGA,18
11,AA,LGA,6
11,UA,LGA,12
11,UA,EWR,0
11,AA,LGA,4
11,UA,EWR,0
11,AA,LGA,31
11,UA,LGA,31
11,AA,LGA,16
11,UA,EWR,17
11,UA,LGA,25
11,AA,LGA,3
11,UA,EWR,5
11,AA,LGA,9
11,UA,LGA,17
11,UA,EWR,0
11,AA,LGA,12
11,UA,LGA,19
11,UA,EWR,0
11,AA,LGA,10
11,UA,EWR,0
11,UA,LGA,25
11,AA,LGA,9
11,UA,EWR,0
11,UA,LGA,28
11,AA,LGA,34
11,AA,LGA,5
11,UA,EWR,0
11,AA,LGA,10
11,UA,LGA,7
11,AA,LGA,0
11,UA,LGA,106
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,16
11,UA,EWR,0
11,AA,LGA,5
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,23
11,UA,LGA,5
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,17
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,7
11,UA,LGA,4
11,AA,LGA,23
11,UA,LGA,4
11,UA,EWR,14
11,AA,LGA,0
11,UA,EWR,35
11,AA,LGA,0
11,UA,LGA,2
11,AA,LGA,0
11,UA,EWR,0
11,UA,EWR,0
11,UA,LGA,38
11,AA,LGA,36
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,LGA,13
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,LGA,233
11,UA,LGA,1
11,AA,LGA,21
11,UA,EWR,13
11,AA,LGA,3
11,UA,EWR,0
11,UA,LGA,10
11,AA,LGA,19
11,UA,EWR,0
11,AA,LGA,20
11,UA,LGA,11
11,UA,LGA,28
11,AA,LGA,4
11,UA,EWR,43
11,AA,LGA,49
11,UA,LGA,43
11,UA,EWR,26
11,AA,LGA,34
11,AA,LGA,0
11,UA,EWR,41
11,UA,LGA,12
11,AA,LGA,19
11,UA,LGA,0
11,AA,LGA,35
11,UA,EWR,5
11,AA,LGA,13
11,AA,LGA,10
11,UA,LGA,14
11,UA,EWR,7
11,UA,EWR,7
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,4
11,UA,LGA,1
11,AA,LGA,0
11,UA,LGA,8
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,LGA,NA
11,UA,EWR,NA
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,LGA,0
11,UA,EWR,9
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,45
11,UA,LGA,7
11,AA,LGA,11
11,UA,EWR,3
11,AA,LGA,56
11,AA,LGA,14
11,UA,LGA,57
11,UA,EWR,62
11,UA,EWR,0
11,UA,LGA,14
11,AA,LGA,22
11,AA,LGA,0
11,UA,EWR,15
11,UA,LGA,63
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,41
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,24
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,71
11,UA,EWR,0
11,AA,LGA,2
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,8
11,AA,LGA,7
11,UA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,5
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,EWR,65
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,3
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,4
11,UA,EWR,0
11,UA,LGA,1
11,AA,LGA,138
11,AA,LGA,0
11,AA,LGA,67
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,40
11,UA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,3
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,2
11,AA,LGA,34
11,UA,EWR,9
11,UA,EWR,7
11,AA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,16
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,EWR,24
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,3
11,AA,LGA,0
11,UA,EWR,10
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,EWR,0
11,UA,LGA,0
11,UA,EWR,1
11,AA,LGA,28
11,AA,LGA,17
11,AA,LGA,30
11,UA,EWR,0
11,AA,LGA,18
11,UA,LGA,12
11,AA,LGA,5
11,UA,LGA,174
11,UA,LGA,46
11,AA,LGA,0
11,UA,LGA,0
11,AA,LGA,13
11,UA,EWR,1
11,AA,LGA,12
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,4
11,UA,EWR,0
11,UA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,AA,LGA,0
11,UA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,EWR,0
11,AA,LGA,0
11,UA,LGA,23
11,AA,LGA,17
11,UA,EWR,9
11,UA,LGA,30
11,AA,LGA,28
11,UA,EWR,35
11,AA,LGA,55
11,AA,LGA,29
11,UA,LGA,76
11,UA,EWR,70
